STATION_ID,STATION_NAME,EXTERNAL_LOCATION_ID,EXTERNAL_PARAMETER_ID,TIMESTEP_HOUR,UNIT,IMPORT_SOURCE,THRESHOLD_YELLOW,THRESHOLD_ORANGE,THRESHOLD_RED,THRESHOLD_MEAN,THRESHOLD_P05,THRESHOLD_P10,THRESHOLD_P90,THRESHOLD_P95,IMPORT,LATITUDE,LONGITUDE,ALTITUDE,TYPE,COUNTRY,ORGANIZATION,SUBBASIN,PARENT_ID,CHILD_ID
2115,Paraná - Corrientes,2115,1,24.0,mm/d,INA,,,,,,,,,True,-27.4597222222222,-58.8333333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_2115,AR_INA_2115_INA_24_P
2115,Paraná - Corrientes,2115,34,3.0,mm,INA,,,,,,,,,True,-27.4597222222222,-58.8333333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_2115,AR_INA_2115_INA_3_P
2154,Bermejo - Pozo Sarmiento,2154,1,24.0,mm/d,INA,,,,,,,,,True,-23.1405555555556,-64.1969444444445,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2154,AR_INA_2154_INA_24_P
2154,Bermejo - Pozo Sarmiento,2154,34,3.0,mm,INA,,,,,,,,,True,-23.1405555555556,-64.1969444444445,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2154,AR_INA_2154_INA_3_P
2156,Laguna Iberá - Carlos Pellegri,2156,1,24.0,mm/d,INA,,,,,,,,,True,-28.5380555555556,-57.1869444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_2156,AR_INA_2156_INA_24_P
2156,Laguna Iberá - Carlos Pellegri,2156,34,3.0,mm,INA,,,,,,,,,True,-28.5380555555556,-57.1869444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_2156,AR_INA_2156_INA_3_P
2158,Aº Feliciano - Paso Medina,2158,1,24.0,mm/d,INA,,,,,,,,,True,-30.9236111111111,-59.5511111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_2158,AR_INA_2158_INA_24_P
2158,Aº Feliciano - Paso Medina,2158,34,3.0,mm,INA,,,,,,,,,True,-30.9236111111111,-59.5511111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_2158,AR_INA_2158_INA_3_P
2166,Los Sosa - RP30 km19,2166,1,24.0,mm/d,INA,,,,,,,,,True,-27.1008333333333,-65.6361111111111,,Automatic,Argentina,INA,,AR_INA_2166,AR_INA_2166_INA_24_P
2166,Los Sosa - RP30 km19,2166,34,3.0,mm,INA,,,,,,,,,True,-27.1008333333333,-65.6361111111111,,Automatic,Argentina,INA,,AR_INA_2166,AR_INA_2166_INA_3_P
2170,Atuel - Villa Atuel,2170,1,24.0,mm/d,INA,,,,,,,,,True,-34.8225,-67.9227777777778,,Automatic,Argentina,INA,,AR_INA_2170,AR_INA_2170_INA_24_P
2170,Atuel - Villa Atuel,2170,31,1.0,mm,INA,,,,,,,,,True,-34.8225,-67.9227777777778,,Automatic,Argentina,INA,,AR_INA_2170,AR_INA_2170_INA_1_P
2170,Atuel - Villa Atuel,2170,34,3.0,mm,INA,,,,,,,,,True,-34.8225,-67.9227777777778,,Automatic,Argentina,INA,,AR_INA_2170,AR_INA_2170_INA_3_P
2194,Bermejo - Puerto Velaz,2194,1,24.0,mm/d,INA,,,,,,,,,True,-26.6605555555556,-58.6338888888889,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2194,AR_INA_2194_INA_24_P
2194,Bermejo - Puerto Velaz,2194,34,3.0,mm,INA,,,,,,,,,True,-26.6605555555556,-58.6338888888889,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2194,AR_INA_2194_INA_3_P
2198,Aº Batel - Paso Cerrito,2198,1,24.0,mm/d,INA,,,,,,,,,True,-29.0311111111111,-58.7883333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_2198,AR_INA_2198_INA_24_P
2198,Aº Batel - Paso Cerrito,2198,34,3.0,mm,INA,,,,,,,,,True,-29.0311111111111,-58.7883333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_2198,AR_INA_2198_INA_3_P
2227,Salado - RN Nº02,2227,1,24.0,mm/d,INA,,,,,,,,,True,-35.9622222222222,-57.8519444444444,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_2227,AR_INA_2227_INA_24_P
2227,Salado - RN Nº02,2227,31,1.0,mm,INA,,,,,,,,,True,-35.9622222222222,-57.8519444444444,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_2227,AR_INA_2227_INA_1_P
2227,Salado - RN Nº02,2227,34,3.0,mm,INA,,,,,,,,,True,-35.9622222222222,-57.8519444444444,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_2227,AR_INA_2227_INA_3_P
2741,Iruya - Tuc Tuca,2741,1,24.0,mm/d,INA,,,,,,,,,True,-22.4044444444444,-65.2675,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2741,AR_INA_2741_INA_24_P
2741,Iruya - Tuc Tuca,2741,34,3.0,mm,INA,,,,,,,,,True,-22.4044444444444,-65.2675,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2741,AR_INA_2741_INA_3_P
2820,PN - Centro Operativo Santa Ro,2820,1,24.0,mm/d,INA,,,,,,,,,True,-27.2852777777778,-65.8719444444444,,Automatic,Argentina,INA,,AR_INA_2820,AR_INA_2820_INA_24_P
2820,PN - Centro Operativo Santa Ro,2820,34,3.0,mm,INA,,,,,,,,,True,-27.2852777777778,-65.8719444444444,,Automatic,Argentina,INA,,AR_INA_2820,AR_INA_2820_INA_3_P
2825,Santa Lucia - Santa Lucia,2825,1,24.0,mm/d,INA,,,,,,,,,True,-28.9877777777778,-59.0905555555556,,Automatic,Argentina,INA,Rio Parana,AR_INA_2825,AR_INA_2825_INA_24_P
2825,Santa Lucia - Santa Lucia,2825,31,1.0,mm,INA,,,,,,,,,True,-28.9877777777778,-59.0905555555556,,Automatic,Argentina,INA,Rio Parana,AR_INA_2825,AR_INA_2825_INA_1_P
2825,Santa Lucia - Santa Lucia,2825,34,3.0,mm,INA,,,,,,,,,True,-28.9877777777778,-59.0905555555556,,Automatic,Argentina,INA,Rio Parana,AR_INA_2825,AR_INA_2825_INA_3_P
2846,Pilcomayo - Misión La Paz,2846,1,24.0,mm/d,INA,,,,,,,,,True,-22.3775,-62.5236111111111,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2846,AR_INA_2846_INA_24_P
2846,Pilcomayo - Misión La Paz,2846,34,3.0,mm,INA,,,,,,,,,True,-22.3775,-62.5236111111111,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2846,AR_INA_2846_INA_3_P
2856,San Fransisco Caimancito,2856,1,24.0,mm/d,INA,,,,,,,,,True,-23.7119444444444,-64.5397222222222,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2856,AR_INA_2856_INA_24_P
2856,San Fransisco Caimancito,2856,31,1.0,mm,INA,,,,,,,,,True,-23.7119444444444,-64.5397222222222,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2856,AR_INA_2856_INA_1_P
2856,San Fransisco Caimancito,2856,34,3.0,mm,INA,,,,,,,,,True,-23.7119444444444,-64.5397222222222,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_2856,AR_INA_2856_INA_3_P
2857,Paraná - Chapetón,2857,1,24.0,mm/d,INA,,,,,,,,,True,-31.6105555555556,-60.2947222222222,,Automatic,Argentina,INA,Rio Parana,AR_INA_2857,AR_INA_2857_INA_24_P
2857,Paraná - Chapetón,2857,34,3.0,mm,INA,,,,,,,,,True,-31.6105555555556,-60.2947222222222,,Automatic,Argentina,INA,Rio Parana,AR_INA_2857,AR_INA_2857_INA_3_P
5904,PN Ciervo de los Pantanos,5904,1,24.0,mm/d,INA,,,,,,,,,True,-34.2255555555556,-58.8988888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_5904,AR_INA_5904_INA_24_P
5904,PN Ciervo de los Pantanos,5904,34,3.0,mm,INA,,,,,,,,,True,-34.2255555555556,-58.8988888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_5904,AR_INA_5904_INA_3_P
6365,Mojotoro - Güemes,6365,1,24.0,mm/d,INA,,,,,,,,,True,-24.7316666666667,-65.0288888888889,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6365,AR_INA_6365_INA_24_P
6365,Mojotoro - Güemes,6365,31,1.0,mm,INA,,,,,,,,,True,-24.7316666666667,-65.0288888888889,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6365,AR_INA_6365_INA_1_P
6365,Mojotoro - Güemes,6365,34,3.0,mm,INA,,,,,,,,,True,-24.7316666666667,-65.0288888888889,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6365,AR_INA_6365_INA_3_P
6389,Las Tapias - Las Tapias,6389,1,24.0,mm/d,INA,,,,,,,,,True,-32.8036111111111,-64.7763888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_6389,AR_INA_6389_INA_24_P
6389,Las Tapias - Las Tapias,6389,34,3.0,mm,INA,,,,,,,,,True,-32.8036111111111,-64.7763888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_6389,AR_INA_6389_INA_3_P
6391,Laguna La Margarita,6391,1,24.0,mm/d,INA,,,,,,,,,True,-34.6533333333333,-63.7230555555556,,Automatic,Argentina,INA,,AR_INA_6391,AR_INA_6391_INA_24_P
6391,Laguna La Margarita,6391,34,3.0,mm,INA,,,,,,,,,True,-34.6533333333333,-63.7230555555556,,Automatic,Argentina,INA,,AR_INA_6391,AR_INA_6391_INA_3_P
6423,Aº Del Doll - RN 11,6423,1,24.0,mm/d,INA,,,,,,,,,True,-32.3058333333333,-60.4261111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_6423,AR_INA_6423_INA_24_P
6423,Aº Del Doll - RN 11,6423,34,3.0,mm,INA,,,,,,,,,True,-32.3058333333333,-60.4261111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_6423,AR_INA_6423_INA_3_P
6428,Salado -A.Ab. Azud Cruz Bajada,6428,1,24.0,mm/d,INA,,,,,,,,,True,-25.7166666666667,-63.8916666666667,,Automatic,Argentina,INA,Rio Parana,AR_INA_6428,AR_INA_6428_INA_24_P
6431,PN  - Copo  - El Aibal ,6431,1,24.0,mm/d,INA,,,,,,,,,True,-25.9227777777778,-61.7138888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_6431,AR_INA_6431_INA_24_P
6431,PN  - Copo  - El Aibal ,6431,34,3.0,mm,INA,,,,,,,,,True,-25.9227777777778,-61.7138888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_6431,AR_INA_6431_INA_3_P
6432,Negro - Laguna Blanca,6432,1,24.0,mm/d,INA,,,,,,,,,True,-27.2633333333333,-59.1961111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_6432,AR_INA_6432_INA_24_P
6432,Negro - Laguna Blanca,6432,31,1.0,mm,INA,,,,,,,,,True,-27.2633333333333,-59.1961111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_6432,AR_INA_6432_INA_1_P
6432,Negro - Laguna Blanca,6432,34,3.0,mm,INA,,,,,,,,,True,-27.2633333333333,-59.1961111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_6432,AR_INA_6432_INA_3_P
6436,Iruya - Colanzulí,6436,1,24.0,mm/d,INA,,,,,,,,,True,-22.8716666666667,-65.2144444444445,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6436,AR_INA_6436_INA_24_P
